id,split,fecha,anio,origen_pdf,fragmento,label,anotador,origen_flags,has_VERBO,has_KEYWORD,has_NORMAR,bucket
20181205-p011-s000-e003-h50e5052f,train,5 12 2018,2018,20181205.pdf,Disposición N° 6761/DGDCIV/18 Procedimiento y metodología de evaluación Registro de Profesionales ley 5920.,1,Juan,VERBO;NORMAR,1,0,1,VERBO;NORMAR
20181205-p011-s000-e003-h50e5052f,train,5 12 2018,2018,20181205.pdf,"Artículo 1.- Establecer que la evaluación del Curso establecido en la Clausula Primera del ""CONVENIO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE LA DIRECCION GENERAL DE DEFENSA CIVIL Y LA JUNTA CENTRAL DE LOS CONSEJOS PROFESIONALES DE AGRIMENSURA, ARQUITECTURA E INGENIERIA"" constará de veinte (20) preguntas. ",1,Juan,,,,,
20181205-p011-s000-e003-h50e5052f,train,5 12 2018,2018,20181205.pdf,Ley N° 6038: Se crea el Régimen de Promoción para el Sector Hotelero,1,Juan,,,,,
20181205-p008-s008-e014-h610ddf81,train,5 12 2018,2018,20181205.pdf,"Artículo 1º.- Créase el Régimen de Promoción para el Sector Hotelero, con los alcances y limitaciones establecidos en la presente Ley. Art. 2°.- Podrán ser Beneficiarios de las políticas de fomento previstas en el Régimen de Promoción para el Sector Hotelero, las personas humanas, las personas jurídicas debidamente constituidas y los fideicomisos, que desarrollen la actividad hotelera dentro del ámbito de la Ciudad Autónoma de Buenos Aires, y realicen alguno de los siguientes proyectos de inversión:",1,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
20181205-p028-s005-e009-h2b86bcb8,train,5 12 2018,2018,20181205.pdf,"c) Exigibilidad del pago del tributo reajustado según el índice de actualización que establezca la reglamentación vigente con más intereses. d) Multas de hasta el veinte por ciento (20%) del monto de la inversión prevista. e) Inhabilitación para acceder nuevamente a los beneficios del Régimen de Promoción para el Sector Hotelero. Las sanciones se graduarán de conformidad con los criterios establecidos por la Autoridad de Aplicación, los cuales contemplarán la gravedad y magnitud del Evento de Incumplimiento. La reglamentación determinará el procedimiento correspondiente a los efectos de la aplicación de las sanciones previstas en el presente artículo, sin perjuicio de las facultades en tal sentido de la Administración Gubernamental de Ingresos Públicos.",0,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
20181205-p323-s000-e002-h3b912a8a,train,5 12 2018,2018,20181205.pdf,"DISPOSICIÓN N.° 1944/DGIUR/18 Buenos Aires, 22 de noviembre de 2018 VISTO: El Expediente Nº 26.034.625/2018 por el que se consulta sobre la factibilidad de localizar el uso: ""Café, Bar; Despacho de Bebidas; Restaurante"", para el inmueble sito en la calle Fernández de Enciso Nº 3934, Planta Baja y Entrepiso, Local B 7, con una superficie a habilitar de 58,50m², y CONSIDERANDO: Que el predio en cuestión se encuentra emplazado en el Distrito APH36-Plaza Arenales y Estación Devoto de Zonificación General del Código de Planeamiento Urbano; Que el Área Técnica competente de esta Dirección General, a través del Informe Nº 27924061-DGIUR-2018, indica que el Artículo 5.4.12.36, inc. 1 ""Carácter"", determina que se trata de un conjunto urbano caracterizado por su singular trazado urbanístico, por el arbolado del espacio público y la forestación de los espacios privados, elementos que, en conjunto, conforman un ámbito de alta calidad ambiental. Dentro de este distrito la plaza Arenales y la Estación Devoto del ex Ferrocarril Gral.",0,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
20181219-p020-s000-e003-h8a05df51,train,19 12 2018,2018,20181219.pdf,"La Legislatura de la Ciudad Autónoma de Buenos Aires sanciona con fuerza de Ley: Artículo 1º.- Sustitúyase el texto del artículo 9° de la Ley 4348 (texto consolidado por Ley 6017), por el siguiente: “Estarán exentos del pago de las Contribuciones de Alumbrado, Barrido y Limpieza, Territorial y de Pavimentos y Aceras establecidas en el Título III del Código Fiscal, durante un plazo de diez (10) años, los predios que cuenten con la aprobación Legislativa correspondiente. En aquellos CCL en los cuales los Usuarios hayan obtenido inscripción definitiva en el RELP y resulten Beneficiarios de los incentivos promocionales previstos en esta Ley y en los que el Desarrollador no esté alcanzado por tales incentivos promocionales, la exención al pago de las Contribuciones de Alumbrado, Barrido y Limpieza establecidas en el Código Fiscal serán computadas solamente por las áreas que se acrediten en efectivo uso por el Usuario en el CCL, correspondiendo al Desarrollador o titular del predio el pago de tales contribuciones por el resto de las áreas afectadas a su propio uso.”",0,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
20181219-p318-s001-e007-h0912bf38,train,19 12 2018,2018,20181219.pdf,"En caso de que la potencia instalada supere los 25 HP, deberá inscribirse en el Registro de Generadores de Contaminantes Atmosféricos provenientes de Fuentes Fijas; 3) Poseer un Plan de Gestión de Residuos de todo tipo que contemple minimizar su producción, establezca las formas y horarios de disposición transitoria y recolección diferenciada de los residuos dentro del marco normativo vigente en la materia; 4) Implementar las medidas de mitigación necesarias para evitar alteraciones en el tránsito, debido a las actividades de Estacionamiento y Carga y Descarga de los vehículos que operen con el establecimiento; 5) Cumplir con la Ley N° 11.843 y normas complementarias en lo que respecta a Control de Roedores y Vectores, contando con las obleas correspondientes vigentes; 6) Instalar las maquinarias y/o fuentes de sonido en forma adecuada y a la distancia Necesaria de los muros perimetrales, a fin de evitar la transmisión de vibraciones hacia edificios linderos; 7) Contar con equipos de control asociados a la fuente de emisiones gaseosas, que aseguren que las emisiones a l a atmósfera se encuentren dentro de los límites establecidos por la normativa vigente, y acreditar el mantenimiento adecuado de los mismos; 8) El Certificado de Aptitud Ambiental que se extiende se encuentra condicionado a la inscripción de la actividad en el Registro de Actividades Industriales; 9) Exhibir Autorización Condicional de Volcamiento otorgada por AySA (Agua y Saneamientos Argentinos), o nota firmada por dicha empresa declarando no necesitarla; 10) Exhibir constancia de presentación de la documentación exigida por los Decretos N° 674/89 y N° 776/92 o aquella que en el futuro la reemplace, ante la Autoridad de Aplicación; 11) En caso de generar residuos peligrosos, cumplir con la Ley Nº 2.214 y Decreto Reglamentario Nº 2.020/07. Artículo 4°.- Establécese que el cumplimiento de las condiciones fijadas en el Artículo que antecede no exime al titular de la actividad al cumplimiento de toda norma que resulte de aplicación para el presente caso. Artículo 5°.- Establécese que el incumplimiento de las condiciones fijadas en el Artículo 3° y la comprobación de cualquier falsedad en la documentación y demás presentaciones exigidas, dará lugar a la aplicación de las sanciones previstas en la Ley N° 123. Artículo 6°.- Establécese que el otorgamiento del Certificado de Aptitud Ambiental no exime del cumplimiento de las normas de tejido, requerimientos de espacios de carga y descarga, estacionamiento y otras exigencias que surjan de la aplicación del Código de Planeamiento Urbano y sus modificatorias. Artículo 7°.- Cúmplase con la Ley Tarifaria previo al retiro de la presente disposición. Artículo 8°.- Regístrese. Publíquese en el BOCBA.",0,Juan,VERBO;KEYWORD;NORMAR,1,1,1,VERBO;KEYWORD;NORMAR
20181219-p073-s000-e002-ha0f4ce1f,train,19 12 2018,2018,20181219.pdf,"Que posteriormente, por Decreto N° 335/11 se modificó el artículo 3° del Decreto N° 684/09, el cual especifica que los cargos gerenciales se dividirán en dos niveles que se denominarán “Gerencia Operativa“ y “Subgerencia Operativa“, a los que les corresponderán las acciones y objetivos que se prevén en las estructuras organizativas de este Gobierno; Que por el artículo 4° del Decreto N° 571/11 se autorizó al entonces Secretario de Recursos Humanos a disponer la cobertura transitoria de los cargos Gerenciales, su duración y a fijar el plazo dentro del cual deberán convocarse los concursos públicos y abiertos de antecedentes y oposición para los cargos de los mismos; Que a efectos de cubrir el cargo vacante en forma transitoria hasta tanto se realice la convocatoria para los concursos públicos y abiertos de antecedentes y oposición, el Ministerio de Ambiente y Espacio Público propicia la designación del Sr. Christian Fabián Pereyra, DNI N° 24.068.960, CUIL N° 20-24068960-0, como Gerente Operativo de la Gerencia Operativa Logística, de la Dirección General Fiscalización del Espacio Público, de la Subsecretaría de Administración General y Uso del Espacio Público, toda vez que posee la idoneidad necesaria para el desempeño del cargo para el cual es propuesto; Que la Subsecretaría de Gestión de Recursos Humanos, dependiente del Ministerio de Economía y Finanzas, ha verificado la inexistencia de incompatibilidad del agente propuesto para la cobertura transitoria del cargo, de acuerdo con lo normado en el artículo 7° de la Ley N° 471 (texto consolidado por Ley Nº 6.017); Que conforme lo expresado precedentemente, corresponde dictar el acto administrativo pertinente; Por ello, y en uso de las facultades conferidas por el art. 17 incs. 11 y 13 de la Ley Nº 5.460 (texto consolidado por Ley Nº 6.017), y modificatoria 5.960; EL MINISTRO DE ECONOMÍA Y FINANZAS RESUELVE Artículo 1°.- Desígnase, a partir del 04 de septiembre de 2018, con carácter transitorio, al agente Christian Fabián Pereyra, DNI N° 24.068.960, CUIL N° 20-24068960-0, como Gerente Operativo de la Gerencia Operativa Logística, de la Dirección General Fiscalización del Espacio Público, de la Subsecretaría de Administración General y Uso del Espacio Público, del Ministerio de Ambiente y Espacio Público, reteniendo sin percepción de haberes la partida de Planta Transitoria 35500000.H.00.",0,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
20181219-p313-s000-e003-hd6cbed79,train,19 12 2018,2018,20181219.pdf,"Que los requisitos enumerados en el citado informe no importan sino el cumplimiento de normas vigentes auditadas por las áreas de control del Gobierno de la Ciudad Autónoma de Buenos Aires por lo que no es necesario establecer una Auditoria especial para su verificación; Que el Certificado de Aptitud Ambiental se otorga, previa declaración jurada del titular de la actividad de dar cumplimiento a las condiciones de funcionamiento que se establecen; Que la Subgerencia Operativa de Registros y Evaluación Técnica Legal, ha tomado la debida intervención en el marco de sus competencias. Por ello, y en virtud de las facultades otorgadas por las Resoluciones, N° RESOL- 2017-181-APRA y N° RESOL-2018-377-APRA, EL DIRECTOR GENERAL DE EVALUACIÓN AMBIENTAL DE LA AGENCIA DE PROTECCIÓN AMBIENTAL DISPONE Artículo 1°.- Categorízase el proyecto: ""Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso limpieza en seco (ClaNAE 9301.0) (503.217)"", a desarrollarse en la Avenida Alvarez Thomas N° 1467/69, Planta Baja, Planta Alta, Unidad Funcional 01, de esta Ci udad, con una superficie de 108,33 m2, de esta Ciudad, Nomenclatura Catastral: Circunscripción: 15, Sección: 49, Manzana: 139, Parcela: 013, Distrito de Zonificación: R2b I; como de Impacto Ambiental Sin Relevante Efecto. Artículo 2°.- Otórgase el Certificado de Aptitud Ambiental a nombre de ACQUA ZERO S.R.L., titular de la actividad indicada en el artículo 1°.",0,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
20181219-p203-s000-e004-h3698b333,train,19 12 2018,2018,20181219.pdf,"Que posteriormente mediante NO -2018-31958007-SSTYTRA la Subsecretaría de Tránsito y Transporte envía el Informe N° IF-2018-31895037-DGPMOV de la Gerencia Operativa de Proyectos de Tránsito y Transporte perteneciente a la Dirección General de Planificación de la Movilidad; Que dicha Gerencia Operativa indica: ""En tal sentido, una vez analizada la documentación recibida, esta Gerencia Operativa de Proyectos de Tránsito y Transporte presta conformidad a la documentación presentada. El proyecto tiende a ordenar los flujos de tránsito, mejora y amplia las aceras para los peatones, reduce la distancia de los cruces mejorando así la seguridad vial. A su vez se informa que la cantidad de carriles previstos son acordes al tránsito previsto para dicho sector y que el ancho de cada carril es acorde para el tránsito de vehículos livianos, utilitarios y colectivos""; Que habiéndose analizado las actuaciones bajo el procedimiento establecido en la Resolución N° 171/APRA/2017 y Decreto N° 222/12, normativa ambiental en vigencia, el presente caso se encuentra categorizado como de Impacto Ambiental Con Relevante Efecto, manteniendo la categorización otorgada oportunamente; Que por otra parte, es dable aclarar que del análisis efectuado corresponde modificar la denominación de la obra, debiendo consignarse como ""Proyecto Paseo del Bajo"", manteniendo los demás datos declarados en el Certificado de Aptitud Ambiental N° 20.120; Que asimismo, corresponde proceder a dejar sin efecto las condiciones establecidas en el Anexo de la Resolución N° 413/APRA/16, e incorporar nuevas a través del presente acto; Que el informe técnico, fue ratificado por el señor Director General de Evaluación Ambiental mediante Providencia N° PV-2018-32795814-DGEVA; Que la Dirección General Técnica, Administrativa y Legal ha tomado la intervención que le compete. Por ello, en virtud de las facultades conferidas por la Ley Nº 2.628 (texto consolidado Ley N° 6.017), el Decreto Nº 138/08 y en función del Decreto Nº 37/16, EL PRESIDENTE DE LA AGENCIA DE PROTECCIÓN AMBIENTAL RESUELVE: Artículo 1°.- Ap ruébase el cambio de denominación de la obra, que se consignará como ""Proyecto Paseo del Bajo"" a cargo de AUTOPISTAS URBANAS S.A., con una traza de 7,1 Km. Artículo 2°.- Déjense sin efecto los condicionantes establecidos en el ANEXO I de la Resolución Nº 413/APRA/16.",0,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
20181219-p196-s001-e002-h57853119,train,19 12 2018,2018,20181219.pdf,"Asimismo, se programará el accionar para que la Contratista resuelva con celeridad ante el caso en que una eventual situación de interferencia no programada ponga en crisis la prestación del servicio; Que el Programa de monitoreo y control apunta a realizar el seguimiento sobre distintos componentes del medio pasibles de ser afectados por la Obra, llevando a cabo tareas de monitoreo y control, que garanticen mantener las condiciones de calidad del medio ambiente natural y la seguridad de personas y bienes; Que se instrumentará a través de dos subprogramas referidos a la calidad de aire (emisiones y ruidos) y calidad del suelo; Que el Subprograma de Monitoreo y Control sobre l a Calidad del Aire se programará y realizará el monitoreo en la calidad del aire (concentración de gases y polvo en suspensión como así también el nivel de ruidos), con una periodicidad adecuada a las distintas etapas de Obra y según su avance, a fin de determinar en superficie y en las trincheras; Que se establecerán protocolos de seguimiento y control, teniendo como valores de referencia los máximos admisibles según la legislación vigente. Asimismo, se preverá la implementación de medidas que mitiguen las situaciones adversas que pudieran ser detectadas; Que en el Subprograma de Monitoreo y Control sobre la Calidad del Suelo se programarán los procedimientos a seguir ante la detección de posible existencia de suelo contaminado en el área de excavaciones y, para tal caso, se preverán las acciones para su adecuado manejo a cargo de personal idóneo, con el marco legal básico de Higiene y Seguridad en el Trabajo, en todos los aspectos directamente vinculados a los recaudos a tener en cuenta para el manipuleo de este tipo de material; Que se establecerán los protocolos de acción en caso de determinarse que el material analizado presenta evidencias de contaminación; Que respecto al transporte, tratamiento y disposición final de los suelos contaminados, se deberán considerar los requerimientos de la Ley CABA Nº 2214, sobre Residuos Peligrosos y su Decreto Reglamentario 2020/07; Que el Programa de diagramación de circuitos del transporte de carga tiene por objetivo minimizar la sobrecarga de la red vial de acceso al obrador; Que conociendo los sitios de origen y destino de los vehículos que serán utilizados para el transporte de tierra producto de las excavaciones, de materiales de construcción y equipos y herramientas, se diagramará con antelación el circuito de acceso y egreso de los camiones como también de los equipos móviles al área de la obra, cumpliendo con las disposiciones vigentes en materia de tránsito y seguridad vial, que rigen tanto a nivel nacional como en la Ciudad de Buenos Aires; Que el Programa de de svíos de tránsito vehicular y peatonal tiene por objeto resolver las interrupciones sobre la red vial y peatonal que deriven de la construcción del Proyecto; Que para su planificación e instrumentación se tendrá en cuenta dar cumplimiento al esquema de des víos aprobado por la Dirección General de Tránsito y Transporte del GCBA, resolver la accesibilidad vehicular y peatonal en el entorno de la obra, de manera segura para personas y automóviles, instalar el aviso de las rutas alternativas con la suficiente antelación geográfica e incorporar las disposiciones de señalización seguridad vial indicadas por la normativa nacional y local vigente; Que el Programa de protección de la vegetación tiene por finalidad asegurar el adecuado manejo de la vegetación a fin de evitar y/o minimizar pérdidas o daños a los ejemplares arbóreos y/o arbustivos en el área efectiva de las obras y sus adyacencias.",0,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
20181219-p446-s001-e005-hc1bdecdf,train,19 12 2018,2018,20181219.pdf,"Artículo 3°.- Establecer que por los ingresos provenientes de la actividad ""Venta al por menor de equipos y accesorios informáticos"", le corresponde tributar a la alícuota del 3% por los períodos fiscales 2012 (1° a 5° y 7° a 12° anticipos mensuales), 2013 (1° a 12° anticipos mensuales) y 2014 (1° a 12° anticipos mensuales) conforme lo previsto en el artículo 54, inciso 18) de la Ley Tarifaria para el año 2014 y disposiciones concordantes de años anteriores y respecto del periodo fiscal 2015 (1° a 12° anticipos mensuales) a la alícuota del 5% conforme lo previsto en el artículo 52, inciso 18) de la Ley Tarifaria para el año 2015, por haber superado los ingresos brutos en el ejercicio anual anterior los $49.000.000, motivo de ajuste. Artículo 4°.- Concluir el sumario instruido considerando a la contribuyente incursa en la figura de defraudación fiscal aplicándole una multa de $1.614.218,34 (pesos un millón seiscientos catorce mil doscientos dieciocho con treinta y cuatro centavos) equivalente al ciento por ciento (100%) del impuesto defraudado ($1.614.218,34.-), con relación a los periodos fiscales 2012 (1° a 5° y 7° a 12° anticipos mensuales) y 2013 (1° a 12° anticipos mensuales), conforme se desprende del Anexo que forma parte integrante de la misma. Artículo 5°.- Mantener la extensión de la responsabilidad solidaria por el cumplimiento de las obligaciones tributarias de la contribuyente a la Presidente del Directorio de la firma, señor Ariel Guillermo Roca, DNI N° 21.495.655, con domicilio sito en la calle Honorio Luque N º 6595, de la localidad de Gregorio de Laferrere, Partido de La Matanza, Provincia de Buenos Aires y al ex - Presidente de la firma desde el 25/07/2014 hasta el 18/04/2016 señor Ramón Antonio Sosa, DNI N° 23.876.408, con domicilio declarado en su momento ante AFIP sito en la Avenida Luro Nº 6544, Localidad Gregorio de Laferrere, Partido de La Matanza, Provincia de Buenos Aires y/o quien resulte responsable hasta la actualidad en virtud de los artículos 11, incisos 4) y 5), 12, 14, inciso 1) y 110 del Código Fiscal T.O. 2018 y disposiciones concordantes de años anteriores. Articulo 6°.- Intimar a la contribuyente, al Presidente del Directorio de la firma, señor Ariel Guillermo Roca y al ex - Presidente de la firma desde el 25/07/2014 hasta el 18/04/2016 señor Ramón Antonio Sosa y/o a quien resulte responsable hasta la actualidad para que dentro del término de quince (15) días de quedar notificada y firme la presente, ingresen la suma de $ 5.554.564,59.- (pesos cinco millones quinientos cincuenta y cuatro mil quinientos sesenta y cuatro con cincuenta y nueve centavos) que resultan adeudar, y que proviene de las diferencias emergentes de esta determinación, a la cual deberán aditarse los intereses establecidos por el artículo 76 del Código Fiscal T.O.",0,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
20181219-p189-s001-e004-hb2b94265,train,19 12 2018,2018,20181219.pdf,"Durante todo el período de la obra conservará el alineamiento y la estabilidad necesarios para minimizar los riesgos de caída por causa del viento u otros fenómenos. Asimismo, mantendrán las condiciones de higiene y el buen estado visual y estético; Que los cercos y/o vallados se dispondrán de forma tal que garanticen la accesibilidad y circulación por la vía pública en condiciones de total seguridad de los peatones, incluidas las personas con movilidad reducida. Para ello se mantendrán espacios a modo de senderos, adecuadamente dimensionados y debidamente iluminados en horario nocturno; Que se colocarán barandas y vallas rígidas y segur as alrededor de las excavaciones profundas para proteger las aberturas y los pozos de trabajo de las inclemencias del clima (lluvia, viento, etc.); Que se instalarán las protecciones reglamentarias y la señalización adecuada para modificar el tránsito urbano cuando sea requerido proteger la zona de la obra y la seguridad de los vehículos; Que se reducirá la intromisión visual y estética en el paisaje urbano cumpliendo en los frentes de obra estrictas condiciones de pulcritud, de manera de no resultar una intrusión objetable en el espacio público circundante; Que se actuará en forma coordinada con los responsables de las actividades comerciales que pudieran verse afectadas por el desarrollo de la obra, para minimizar la afectación de las mismas, si esto fuera necesario; Que se coordinará anticipadamente con los responsables de las empresas de transporte público de pasajeros y de transporte de cargas, a fin de mantener su habitual funcionamiento, en lo que refiere a sus condiciones de accesibilidad; Que los elementos de señalización serán mantenidos y operados en la forma apropiada para resultar efectivos en la comunicación a los transeúntes. Para ello se planificará el tipo de componentes a ser utilizados de acuerdo a la información que deba ser transmitida; se programará con anticipación su distribución y se definirá el período en el cual los mismos deberán mantenerse en el sitio y se cuidará la integridad de los elementos, efectuando las tareas de reparación y mantenimiento apropiadas para garantizar la eficiencia de sus funciones; Que se procederá con las acciones necesarias para prevenir y minimizar posibles afectaciones a la composición del aire como consecuencia del polvo que se genere en la instancia de obras; Que la estabilidad de los suelos circundantes será asegurada, aguas arriba y abajo, a las zonas donde se efectuarán las excavaciones y se programará adecuadamente toda la remoción, movimiento y traslado de sedimentos, suelos y/o vegetación; Que serán implementadas las medidas de control de plagas pertinentes, que eviten la afectación de las áreas aledañas por la migración de roedores e insectos; Que se planificará la conducción del agua de lluvias y/o riego, cuyo escurrimiento se vea alterado como producto de la modificación de drenajes y pendientes y la de aquella que será retenida por las superficies impermeabilizadas; Que se controlará el escurrimiento de aguas mediante obras que intercepten y conduzcan la escorrentía superficial fuera de los sitios de acopio; Que para la ejecución de la depresión de napas, se planificará el manejo de los excedentes de agua subterránea, evitando el vertido directo a la calle; Que se evitará el escurrimiento directo al suelo de las aguas de lavado de las hormigoneras, así como de cualquier otro residuo proveniente de l as operaciones de mezclado de los hormigones y otras operaciones de limpieza.",0,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
20181219-p189-s001-e004-hb2b94265,train,19 12 2018,2018,20181219.pdf,Ley N° 6062: Es objeto de la presente Ley crear un instrumento urbanístico que regule el mayor aprovechamiento constructivo de aquellas parcelas donde se genere plusvalía por cambios normativos.,1,Juan,,,,,
20181219-p189-s001-e004-hb2b94265,train,19 12 2018,2018,20181219.pdf,"Artículo 1º.- Objeto. Es objeto de la presente Ley crear un instrumento urbanístico que regule el mayor aprovechamiento constructivo de aquellas parcelas donde se genere plusvalía por cambios normativos. El mismo consistirá en que quien utilice una constructividad adicional tendrá la obligación de pagar un porcentaje de este plusvalor a la Ciudad Autónoma de Buenos Aires en los términos establecidos por la presente. Art. 2°.- Incorpórase el Capítulo V ""Derecho para el Desarrollo Urbano y el Hábitat Sustentable"" al Título IV ""Derechos de Delineación y Construcción. Derechos Por Capacidad Constructiva Transferible (CCT). Capacidad Constructiva Aplicables (CCA) y Tasa por Servicio de Verificación de Obra"" del Código Fiscal (T.O. Decreto N° 59/18) el siguiente texto:",1,Juan,,,,,
20181219-p194-s000-e001-heeb90cae,train,19 12 2018,2018,20181219.pdf,"Que se controlará en forma continua el estado de conservación del pavimento y se instrumentarán acciones de mantenimiento permanente; Que además, se controlarán en forma periódica los niveles sonoros resultantes, a fin de detectar posibles sectores en que daños producidos por el tránsito o la fatiga de los materiales puedan generar aumentos de ruidos, y en caso de detectarse, viabilizar las soluciones correspondientes; Que a fin de evitar la obstrucción de los adecuados drenajes y/o contaminación, deberá mantenerse todos los espacios públicos y semipúblicos de operación liberados de desperdicios y/o basura; Que con el objeto de verificar si la operación del Proyecto se ajusta a las previsiones realizadas en cuanto a los Niveles de Servicio de la red vial, se realizará el monitoreo periódico sobre el flujo de tránsito y en caso de estimarse necesario, se adoptarán medidas correctivas tendientes a la optimización de su funcionamiento; Que se llevar á un registro de los accidentes que pudieran producirse en el Área de Influencia del Paseo del Bajo, a fin de determinar sus causas, y si estas estuvieran relacionadas con efectos contraproducentes en la operación del Proyecto que no hubiesen podido ser previstos, se instrumentarán las medidas pertinentes para minimizar la probabilidad de ocurrencia; Que además, se controlará el mantenimiento en buen estado de las calzadas y veredas, así como la iluminación y de los señalamientos horizontal y vertical, con el propósito de asegurar las condiciones apropiadas para la circulación vehicular y peatonal contribuyendo, a la vez, a mantener la calidad ambiental adecuada en el entorno urbano; Que se controlará periódicamente el buen funcionamiento de los equipos y si stemas instalados en las trincheras, realizando el mantenimiento preventivo para minimizar las situaciones de riesgo ante contingencias; Que en el Capítulo 8 del Estudio de Impacto Ambiental presentado se describe detalladamente el Plan de Gestión Ambienta l (PGA) que se implementará a fin garantizar el cumplimiento de los objetivos propuestos y a corregir cualquier desajuste que implique riesgo ambiental; Que el PGA debe orientarse a satisfacer los siguientes objetivos: 1) Posibilitar y controlar el cumplim iento de la normativa vigente en materia ambiental, territorial, seguridad e higiene en todas las escalas jurisdiccionales que correspondan; 2) Supervisar el monitoreo y control de la ejecución de las acciones de prevención y mitigación identificadas y toda otra que surja como necesaria, durante el desarrollo de las obras; Que durante la etapa constructiva, la empresa contratista principal será la responsable de instrumentar y de implementar del PGA; Que antes del inicio de la obra, debe presentar ante la Inspección de Obra para su aprobación, un PGA Ejecutivo, desarrollado en función de sus sistemas de producción y que contendrá como mínimo las exigencias del Plan que a continuación se presenta. Una vez aprobado, será responsable de su cumplimiento, arbitrando todos los medios necesarios para implementar los Programas que en su marco se formulan, bajo la fiscalización de la Inspección de la Obra; Que el Programa de acción para el cumplimiento de las medidas de mitigación para la etapa constructiva tiene por objetivo la planificación y supervisión del cumplimiento de las Medidas de Mitigación.",0,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
20181219-p467-s004-e010-h20e229b7,train,19 12 2018,2018,20181219.pdf,"Para reclamos de ley se fija el domicilio calle Av. Belgrano Nº 887 1er piso. CABA. Solicitante: Alicia Raquel Vaca Inicia: 18-12-2018 Vence: 26-12-2018 Transferencia de Habilitación. E.E. N° 32.902.279/MGEYA-DGCCON/18 Abasto Hotel S.R.L., con CUIT N° 30-71154274-0 con domicilio legal en la calle Dr. Tomas Manuel de Anchorena N° 58, CABA, representada por Gandini, Carlos Adrian, titular del DNI Nº 20.352.960, transfiere la Habilitación Municipal del local Ubicado en la calle Dr.",0,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
20181221-p474-s006-e010-h7e23fc6a,train,21 12 2018,2018,20181221.pdf,"2018), se intima a que se presente persona responsable de la firma debidamente autorizada o apoderado con poder amplio para el reconocimiento de deudas ante el Gobierno de la Ciudad de Buenos Aires a efectos de notificarse del cargo de inspección y de poner a disposición de la/el agente Peralta Marcela F. C. N° 353884, dependiente del Departamento...G.... de la Dirección General de Rentas - AGIP, la documentación que a continuación se detalla con el objetivo de realizar la determinación del gravamen de acuerdo a lo que establece el artículo 182 del código fiscal t.o. 2018: 1. Exhibir original y entregar copia de la Habilitación Municipal. 2. Exhibir original y entregar copia de Estatuto Social y modificaciones, en caso de corresponder.",0,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
20181221-p031-s000-e004-hb17951d1,train,21 12 2018,2018,20181221.pdf,"“Plazo. Cómputo: Artículo 162.- A los efectos del cómputo del plazo de treinta (30) días corridos que prevé el artículo 4° del Régimen Penal Tributario, el mismo comenzará a correr al día siguiente del vencimiento previsto por el artículo 105 del Código Fiscal para el ingreso con el recargo por retardo. 32) Derógase el artículo 163. 33) Sustitúyase el artículo 164 por el siguiente: “Aplicación de sanciones. Ámbito penal y administrativo: Artículo 164.- La Administración Gubernamental de Ingresos Públicos se abstendrá de aplicar sanciones hasta que se dicte la sentencia definitiva en sede penal, la que deberá ser notificada por la autoridad judicial competente.",0,Juan,VERBO;KEYWORD,1,1,0,VERBO;KEYWORD
